as_of,country_iso3,market,external_debt,macro,climate,composite
2024-05-31,BGD,17.0,19.3,42.17,80.05,39.63
2024-06-30,BGD,24.36,19.3,42.17,80.05,41.47
2024-07-31,BGD,27.08,24.89,45.58,80.05,44.4
2024-08-31,BGD,29.42,24.89,45.58,80.05,44.98
2024-09-30,BGD,28.22,24.89,45.58,80.05,44.68
2024-10-31,BGD,16.67,24.89,45.58,80.05,41.8
2024-11-30,BGD,20.87,24.89,45.58,80.05,42.84
2024-12-31,BGD,21.53,24.89,45.58,80.05,43.01
2025-01-31,BGD,25.25,24.89,45.58,79.66,43.84
2025-02-28,BGD,22.57,24.89,45.58,79.66,43.17
2025-03-31,BGD,27.16,24.89,45.58,79.66,44.32
2025-04-30,BGD,42.19,24.89,45.58,79.66,48.08
2025-05-31,BGD,30.99,24.89,45.58,79.66,45.28
2025-06-30,BGD,22.76,24.89,45.58,79.66,43.22
2025-07-31,BGD,5.77,25.2,47.79,79.66,39.61
2025-08-31,BGD,11.32,25.2,47.79,79.66,40.99
2025-09-30,BGD,10.64,25.2,47.79,79.66,40.82
2025-10-31,BGD,17.78,25.2,47.79,79.66,42.61
2025-11-30,BGD,22.64,25.2,47.79,79.66,43.82
2025-12-31,BGD,23.47,25.2,47.79,79.66,44.03
2026-01-31,BGD,17.98,25.2,47.79,79.44,42.6
2026-02-28,BGD,19.15,25.2,47.79,79.44,42.9
2026-03-31,BGD,31.26,25.2,47.79,79.44,45.93
2026-04-30,BGD,17.95,25.2,47.79,79.44,42.6
2026-05-31,BGD,13.37,25.2,47.79,79.44,41.45
2026-06-30,BGD,9.59,25.2,47.79,79.44,40.51
2000-01-31,NPL,,,,93.42,
2000-02-29,NPL,,,,93.42,
2000-03-31,NPL,,,,93.42,
2000-04-30,NPL,,,,93.42,
2000-05-31,NPL,,,,93.42,
2000-06-30,NPL,,,,93.42,
2000-07-31,NPL,,,,93.42,
2000-08-31,NPL,,,,93.42,
2000-09-30,NPL,,,,93.42,
2000-10-31,NPL,,,,93.42,
2000-11-30,NPL,,,,93.42,
2000-12-31,NPL,,,,93.42,
2001-01-31,NPL,,,,95.18,
2001-02-28,NPL,,,,95.18,
2001-03-31,NPL,,,,95.18,
2001-04-30,NPL,,,,95.18,
2001-05-31,NPL,,,,95.18,
2001-06-30,NPL,,,,95.18,
2001-07-31,NPL,,10.36,35.32,95.18,46.95
2001-08-31,NPL,,10.36,35.32,95.18,46.95
2001-09-30,NPL,,10.36,35.32,95.18,46.95
2001-10-31,NPL,,10.36,35.32,95.18,46.95
2001-11-30,NPL,,10.36,35.32,95.18,46.95
2001-12-31,NPL,,10.36,35.32,95.18,46.95
2002-01-31,NPL,,10.36,35.32,94.5,46.73
2002-02-28,NPL,,10.36,35.32,94.5,46.73
2002-03-31,NPL,,10.36,35.32,94.5,46.73
2002-04-30,NPL,,10.36,35.32,94.5,46.73
2002-05-31,NPL,,10.36,35.32,94.5,46.73
2002-06-30,NPL,,10.36,35.32,94.5,46.73
2002-07-31,NPL,,10.81,36.07,94.5,47.13
2002-08-31,NPL,,10.81,36.07,94.5,47.13
2002-09-30,NPL,,10.81,36.07,94.5,47.13
2002-10-31,NPL,,10.81,36.07,94.5,47.13
2002-11-30,NPL,,10.81,36.07,94.5,47.13
2002-12-31,NPL,,10.81,36.07,94.5,47.13
2003-01-31,NPL,,10.81,36.07,96.75,47.88
2003-02-28,NPL,,10.81,36.07,96.75,47.88
2003-03-31,NPL,,10.81,36.07,96.75,47.88
2003-04-30,NPL,,10.81,36.07,96.75,47.88
2003-05-31,NPL,,10.81,36.07,96.75,47.88
2003-06-30,NPL,,10.81,36.07,96.75,47.88
2003-07-31,NPL,,14.54,38.86,96.75,50.05
2003-08-31,NPL,,14.54,38.86,96.75,50.05
2003-09-30,NPL,,14.54,38.86,96.75,50.05
2003-10-31,NPL,,14.54,38.86,96.75,50.05
2003-11-30,NPL,,14.54,38.86,96.75,50.05
2003-12-31,NPL,,14.54,38.86,96.75,50.05
2004-01-31,NPL,0.85,14.54,38.86,92.09,36.59
2004-02-29,NPL,0.7,14.54,38.86,92.09,36.55
2004-03-31,NPL,0.16,14.54,38.86,92.09,36.41
2004-04-30,NPL,0.11,14.54,38.86,92.09,36.4
2004-05-31,NPL,0.08,14.54,38.86,92.09,36.4
2004-06-30,NPL,0.17,14.54,38.86,92.09,36.42
2004-07-31,NPL,0.17,14.57,36.32,92.09,35.79
2004-08-31,NPL,0.17,14.57,36.32,92.09,35.79
2004-09-30,NPL,0.09,14.57,36.32,92.09,35.77
2004-10-31,NPL,0.72,14.57,36.32,92.09,35.93
2004-11-30,NPL,0.72,14.57,36.32,92.09,35.93
2004-12-31,NPL,5.12,14.57,36.32,92.09,37.03
2005-01-31,NPL,4.39,14.57,36.32,91.53,36.7
2005-02-28,NPL,4.39,14.57,36.32,91.53,36.7
2005-03-31,NPL,4.34,14.57,36.32,91.53,36.69
2005-04-30,NPL,4.36,14.57,36.32,91.53,36.7
2005-05-31,NPL,2.99,14.57,36.32,91.53,36.35
2005-06-30,NPL,3.11,14.57,36.32,91.53,36.38
2005-07-31,NPL,3.52,13.22,33.89,91.53,35.54
2005-08-31,NPL,3.08,13.22,33.89,91.53,35.43
2005-09-30,NPL,3.59,13.22,33.89,91.53,35.56
2005-10-31,NPL,3.57,13.22,33.89,91.53,35.55
2005-11-30,NPL,5.03,13.22,33.89,91.53,35.92
2005-12-31,NPL,4.85,13.22,33.89,91.53,35.87
2006-01-31,NPL,4.35,13.22,33.89,91.61,35.77
2006-02-28,NPL,4.52,13.22,33.89,91.61,35.81
2006-03-31,NPL,4.5,13.22,33.89,91.61,35.8
2006-04-30,NPL,5.48,13.22,33.89,91.61,36.05
2006-05-31,NPL,7.2,13.22,33.89,91.61,36.48
2006-06-30,NPL,8.31,13.22,33.89,91.61,36.76
2006-07-31,NPL,8.73,12.08,39.6,91.61,38.01
2006-08-31,NPL,9.1,12.08,39.6,91.61,38.1
2006-09-30,NPL,8.21,12.08,39.6,91.61,37.88
2006-10-31,NPL,7.79,12.08,39.6,91.61,37.77
2006-11-30,NPL,4.25,12.08,39.6,91.61,36.89
2006-12-31,NPL,4.26,12.08,39.6,91.61,36.89
2007-01-31,NPL,5.64,12.08,39.6,88.83,36.54
2007-02-28,NPL,5.21,12.08,39.6,88.83,36.43
2007-03-31,NPL,4.49,12.08,39.6,88.83,36.25
2007-04-30,NPL,1.72,12.08,39.6,88.83,35.56
2007-05-31,NPL,1.68,12.08,39.6,88.83,35.55
2007-06-30,NPL,1.45,12.08,39.6,88.83,35.49
2007-07-31,NPL,0.35,14.4,38.55,88.83,35.53
2007-08-31,NPL,1.09,14.4,38.55,88.83,35.72
2007-09-30,NPL,0.72,14.4,38.55,88.83,35.63
2007-10-31,NPL,1.23,14.4,38.55,88.83,35.75
2007-11-30,NPL,3.07,14.4,38.55,88.83,36.21
2007-12-31,NPL,2.6,14.4,38.55,88.83,36.1
2008-01-31,NPL,2.03,14.4,38.55,88.21,35.8
2008-02-29,NPL,1.89,14.4,38.55,88.21,35.76
2008-03-31,NPL,3.27,14.4,38.55,88.21,36.11
2008-04-30,NPL,5.72,14.4,38.55,88.21,36.72
2008-05-31,NPL,8.4,14.4,38.55,88.21,37.39
2008-06-30,NPL,8.59,14.4,38.55,88.21,37.44
2008-07-31,NPL,8.87,12.73,37.36,88.21,36.79
2008-08-31,NPL,9.45,12.73,37.36,88.21,36.94
2008-09-30,NPL,14.26,12.73,37.36,88.21,38.14
2008-10-31,NPL,17.95,12.73,37.36,88.21,39.06
2008-11-30,NPL,18.79,12.73,37.36,88.21,39.27
2008-12-31,NPL,16.71,12.73,37.36,88.21,38.75
2009-01-31,NPL,17.06,12.73,37.36,83.07,37.55
2009-02-28,NPL,20.11,12.73,37.36,83.07,38.32
2009-03-31,NPL,19.44,12.73,37.36,83.07,38.15
2009-04-30,NPL,17.39,12.73,37.36,83.07,37.64
2009-05-31,NPL,10.99,12.73,37.36,83.07,36.04
2009-06-30,NPL,12.0,12.73,37.36,83.07,36.29
2009-07-31,NPL,12.14,12.19,37.15,83.07,36.14
2009-08-31,NPL,10.76,12.19,37.15,83.07,35.79
2009-09-30,NPL,6.59,12.19,37.15,83.07,34.75
2009-10-31,NPL,2.8,12.19,37.15,83.07,33.8
2009-11-30,NPL,1.82,12.19,37.15,83.07,33.56
2009-12-31,NPL,3.87,12.19,37.15,83.07,34.07
2010-01-31,NPL,3.08,12.19,37.15,82.55,33.74
2010-02-28,NPL,0.69,12.19,37.15,82.55,33.15
2010-03-31,NPL,0.24,12.19,37.15,82.55,33.03
2010-04-30,NPL,0.18,12.19,37.15,82.55,33.02
2010-05-31,NPL,4.74,12.19,37.15,82.55,34.16
2010-06-30,NPL,3.74,12.19,37.15,82.55,33.91
2010-07-31,NPL,3.58,14.66,42.63,82.55,35.86
2010-08-31,NPL,3.46,14.66,42.63,82.55,35.83
2010-09-30,NPL,2.61,14.66,42.63,82.55,35.61
2010-10-31,NPL,2.76,14.66,42.63,82.55,35.65
2010-11-30,NPL,4.78,14.66,42.63,82.55,36.16
2010-12-31,NPL,3.8,14.66,42.63,82.55,35.91
2011-01-31,NPL,4.93,14.66,42.63,81.58,35.95
2011-02-28,NPL,5.01,14.66,42.63,81.58,35.97
2011-03-31,NPL,5.06,14.66,42.63,81.58,35.98
2011-04-30,NPL,5.54,14.66,42.63,81.58,36.1
2011-05-31,NPL,4.02,14.66,42.63,81.58,35.72
2011-06-30,NPL,3.98,14.66,42.63,81.58,35.71
2011-07-31,NPL,3.03,15.19,42.16,81.58,35.49
2011-08-31,NPL,4.88,15.19,42.16,81.58,35.95
2011-09-30,NPL,9.38,15.19,42.16,81.58,37.08
2011-10-31,NPL,11.21,15.19,42.16,81.58,37.54
2011-11-30,NPL,12.54,15.19,42.16,81.58,37.87
2011-12-31,NPL,14.27,15.19,42.16,81.58,38.3
2012-01-31,NPL,9.7,15.19,42.16,78.3,36.34
2012-02-29,NPL,10.09,15.19,42.16,78.3,36.43
2012-03-31,NPL,13.47,15.19,42.16,78.3,37.28
2012-04-30,NPL,14.9,15.19,42.16,78.3,37.64
2012-05-31,NPL,15.79,15.19,42.16,78.3,37.86
2012-06-30,NPL,15.11,15.19,42.16,78.3,37.69
2012-07-31,NPL,18.26,13.93,41.7,78.3,38.05
2012-08-31,NPL,16.05,13.93,41.7,78.3,37.5
2012-09-30,NPL,9.97,13.93,41.7,78.3,35.98
2012-10-31,NPL,10.15,13.93,41.7,78.3,36.02
2012-11-30,NPL,8.43,13.93,41.7,78.3,35.59
2012-12-31,NPL,7.63,13.93,41.7,78.3,35.39
2013-01-31,NPL,9.82,13.93,41.7,75.6,35.26
2013-02-28,NPL,10.52,13.93,41.7,75.6,35.44
2013-03-31,NPL,8.44,13.93,41.7,75.6,34.92
2013-04-30,NPL,7.05,13.93,41.7,75.6,34.57
2013-05-31,NPL,7.58,13.93,41.7,75.6,34.7
2013-06-30,NPL,11.53,13.93,41.7,75.6,35.69
2013-07-31,NPL,9.59,15.9,38.59,75.6,34.92
2013-08-31,NPL,14.9,15.9,38.59,75.6,36.25
2013-09-30,NPL,14.38,15.9,38.59,75.6,36.12
2013-10-31,NPL,12.55,15.9,38.59,75.6,35.66
2013-11-30,NPL,12.17,15.9,38.59,75.6,35.56
2013-12-31,NPL,12.03,15.9,38.59,75.6,35.53
2014-01-31,NPL,14.07,15.9,38.59,75.25,35.95
2014-02-28,NPL,12.68,15.9,38.59,75.25,35.6
2014-03-31,NPL,10.91,15.9,38.59,75.25,35.16
2014-04-30,NPL,11.19,15.9,38.59,75.25,35.23
2014-05-31,NPL,7.76,15.9,38.59,75.25,34.37
2014-06-30,NPL,5.51,15.9,38.59,75.25,33.81
2014-07-31,NPL,5.8,13.84,37.07,75.25,32.99
2014-08-31,NPL,1.33,13.84,37.07,75.25,31.87
2014-09-30,NPL,4.97,13.84,37.07,75.25,32.78
2014-10-31,NPL,5.83,13.84,37.07,75.25,33.0
2014-11-30,NPL,5.23,13.84,37.07,75.25,32.85
2014-12-31,NPL,6.7,13.84,37.07,75.25,33.22
2015-01-31,NPL,4.81,13.84,37.07,73.6,32.33
2015-02-28,NPL,5.4,13.84,37.07,73.6,32.48
2015-03-31,NPL,8.08,13.84,37.07,73.6,33.15
2015-04-30,NPL,7.62,13.84,37.07,73.6,33.03
2015-05-31,NPL,9.75,13.84,37.07,73.6,33.57
2015-06-30,NPL,8.49,13.84,37.07,73.6,33.25
2015-07-31,NPL,8.82,14.2,35.22,73.6,32.96
2015-08-31,NPL,10.7,14.2,35.22,73.6,33.43
2015-09-30,NPL,9.21,14.2,35.22,73.6,33.06
2015-10-31,NPL,8.44,14.2,35.22,73.6,32.87
2015-11-30,NPL,8.9,14.2,35.22,73.6,32.98
2015-12-31,NPL,7.87,14.2,35.22,73.6,32.72
2016-01-31,NPL,10.83,14.2,35.22,72.4,33.17
2016-02-29,NPL,11.3,14.2,35.22,72.4,33.28
2016-03-31,NPL,7.95,14.2,35.22,72.4,32.44
2016-04-30,NPL,8.19,14.2,35.22,72.4,32.51
2016-05-31,NPL,7.96,14.2,35.22,72.4,32.45
2016-06-30,NPL,8.98,14.2,35.22,72.4,32.7
2016-07-31,NPL,8.05,14.26,27.84,72.4,30.64
2016-08-31,NPL,5.69,14.26,27.84,72.4,30.05
2016-09-30,NPL,5.81,14.26,27.84,72.4,30.08
2016-10-31,NPL,6.76,14.26,27.84,72.4,30.32
2016-11-30,NPL,7.36,14.26,27.84,72.4,30.47
2016-12-31,NPL,6.49,14.26,27.84,72.4,30.25
2017-01-31,NPL,5.51,14.26,27.84,72.09,29.93
2017-02-28,NPL,4.1,14.26,27.84,72.09,29.57
2017-03-31,NPL,4.44,14.26,27.84,72.09,29.66
2017-04-30,NPL,3.77,14.26,27.84,72.09,29.49
2017-05-31,NPL,3.73,14.26,27.84,72.09,29.48
2017-06-30,NPL,2.9,14.26,27.84,72.09,29.27
2017-07-31,NPL,3.44,14.79,40.86,72.09,32.79
2017-08-31,NPL,3.54,14.79,40.86,72.09,32.82
2017-09-30,NPL,4.87,14.79,40.86,72.09,33.15
2017-10-31,NPL,4.17,14.79,40.86,72.09,32.98
2017-11-30,NPL,2.68,14.79,40.86,72.09,32.6
2017-12-31,NPL,2.83,14.79,40.86,72.09,32.64
2018-01-31,NPL,2.32,14.79,40.86,69.99,31.99
2018-02-28,NPL,4.0,14.79,40.86,69.99,32.41
2018-03-31,NPL,5.57,14.79,40.86,69.99,32.8
2018-04-30,NPL,7.42,14.79,40.86,69.99,33.26
2018-05-31,NPL,7.98,14.79,40.86,69.99,33.4
2018-06-30,NPL,8.76,14.79,40.86,69.99,33.6
2018-07-31,NPL,8.89,12.94,28.81,69.99,30.16
2018-08-31,NPL,10.24,12.94,28.81,69.99,30.49
2018-09-30,NPL,10.88,12.94,28.81,69.99,30.65
2018-10-31,NPL,11.79,12.94,28.81,69.99,30.88
2018-11-30,NPL,10.06,12.94,28.81,69.99,30.45
2018-12-31,NPL,10.32,12.94,28.81,69.99,30.51
2019-01-31,NPL,11.34,12.94,28.81,72.08,31.29
2019-02-28,NPL,10.12,12.94,28.81,72.08,30.99
2019-03-31,NPL,8.66,12.94,28.81,72.08,30.62
2019-04-30,NPL,7.72,12.94,28.81,72.08,30.39
2019-05-31,NPL,6.91,12.94,28.81,72.08,30.19
2019-06-30,NPL,5.72,12.94,28.81,72.08,29.89
2019-07-31,NPL,5.49,13.05,37.7,72.08,32.08
2019-08-31,NPL,6.22,13.05,37.7,72.08,32.26
2019-09-30,NPL,4.28,13.05,37.7,72.08,31.78
2019-10-31,NPL,3.77,13.05,37.7,72.08,31.65
2019-11-30,NPL,6.17,13.05,37.7,72.08,32.25
2019-12-31,NPL,6.13,13.05,37.7,72.08,32.24
2020-01-31,NPL,5.51,13.05,37.7,65.69,30.49
2020-02-29,NPL,5.82,13.05,37.7,65.69,30.56
2020-03-31,NPL,9.09,13.05,37.7,65.69,31.38
2020-04-30,NPL,10.02,13.05,37.7,65.69,31.61
2020-05-31,NPL,9.76,13.05,37.7,65.69,31.55
2020-06-30,NPL,10.11,13.05,37.7,65.69,31.64
2020-07-31,NPL,9.74,16.18,37.07,65.69,32.17
2020-08-31,NPL,6.91,16.18,37.07,65.69,31.46
2020-09-30,NPL,7.41,16.18,37.07,65.69,31.59
2020-10-31,NPL,8.23,16.18,37.07,65.69,31.8
2020-11-30,NPL,7.03,16.18,37.07,65.69,31.49
2020-12-31,NPL,6.87,16.18,37.07,65.69,31.45
2021-01-31,NPL,6.72,16.18,37.07,60.54,30.13
2021-02-28,NPL,6.01,16.18,37.07,60.54,29.95
2021-03-31,NPL,4.31,16.18,37.07,60.54,29.52
2021-04-30,NPL,4.37,16.18,37.07,60.54,29.54
2021-05-31,NPL,3.41,16.18,37.07,60.54,29.3
2021-06-30,NPL,4.64,16.18,37.07,60.54,29.61
2021-07-31,NPL,5.1,22.34,38.01,60.54,31.5
2021-08-31,NPL,5.61,22.34,38.01,60.54,31.63
2021-09-30,NPL,5.74,22.34,38.01,60.54,31.66
2021-10-31,NPL,5.53,22.34,38.01,60.54,31.61
2021-11-30,NPL,6.08,22.34,38.01,60.54,31.74
2021-12-31,NPL,6.3,22.34,38.01,60.54,31.8
2022-01-31,NPL,6.75,22.34,38.01,63.49,32.65
2022-02-28,NPL,7.66,22.34,38.01,63.49,32.87
2022-03-31,NPL,7.67,22.34,38.01,63.49,32.88
2022-04-30,NPL,6.73,22.34,38.01,63.49,32.64
2022-05-31,NPL,8.77,22.34,38.01,63.49,33.15
2022-06-30,NPL,8.36,22.34,38.01,63.49,33.05
2022-07-31,NPL,9.0,19.4,43.5,63.49,33.85
2022-08-31,NPL,9.26,19.4,43.5,63.49,33.91
2022-09-30,NPL,10.69,19.4,43.5,63.49,34.27
2022-10-31,NPL,10.31,19.4,43.5,63.49,34.17
2022-11-30,NPL,10.0,19.4,43.5,63.49,34.1
2022-12-31,NPL,10.79,19.4,43.5,63.49,34.29
2023-01-31,NPL,9.76,19.4,43.5,65.74,34.6
2023-02-28,NPL,10.03,19.4,43.5,65.74,34.67
2023-03-31,NPL,9.57,19.4,43.5,65.74,34.55
2023-04-30,NPL,8.99,19.4,43.5,65.74,34.41
2023-05-31,NPL,8.71,19.4,43.5,65.74,34.34
2023-06-30,NPL,7.56,19.4,43.5,65.74,34.05
2023-07-31,NPL,33.83,18.63,40.68,65.74,39.72
2023-08-31,NPL,36.38,18.63,40.68,65.74,40.35
2023-09-30,NPL,32.91,18.63,40.68,65.74,39.49
2023-10-31,NPL,46.83,18.63,40.68,65.74,42.97
2023-11-30,NPL,36.62,18.63,40.68,65.74,40.42
2023-12-31,NPL,32.88,18.63,40.68,65.74,39.48
2024-01-31,NPL,22.94,18.63,40.68,65.88,37.03
2024-02-29,NPL,19.26,18.63,40.68,65.88,36.11
2024-03-31,NPL,14.54,18.63,40.68,65.88,34.93
2024-04-30,NPL,15.44,18.63,40.68,65.88,35.16
2024-05-31,NPL,14.73,18.63,40.68,65.88,34.98
2024-06-30,NPL,22.54,18.63,40.68,65.88,36.93
2024-07-31,NPL,25.44,17.76,36.11,65.88,36.3
2024-08-31,NPL,27.45,17.76,36.11,65.88,36.8
2024-09-30,NPL,26.27,17.76,36.11,65.88,36.51
2024-10-31,NPL,14.81,17.76,36.11,65.88,33.64
2024-11-30,NPL,19.12,17.76,36.11,65.88,34.72
2024-12-31,NPL,20.04,17.76,36.11,65.88,34.95
2025-01-31,NPL,23.61,17.76,36.11,63.79,35.31
2025-02-28,NPL,21.2,17.76,36.11,63.79,34.71
2025-03-31,NPL,25.2,17.76,36.11,63.79,35.71
2025-04-30,NPL,40.05,17.76,36.11,63.79,39.42
2025-05-31,NPL,30.65,17.76,36.11,63.79,37.08
2025-06-30,NPL,22.42,17.76,36.11,63.79,35.02
2025-07-31,NPL,5.55,17.33,27.99,63.79,28.66
2025-08-31,NPL,11.98,17.33,27.99,63.79,30.27
2025-09-30,NPL,11.64,17.33,27.99,63.79,30.19
2025-10-31,NPL,18.44,17.33,27.99,63.79,31.89
2025-11-30,NPL,23.53,17.33,27.99,63.79,33.16
2025-12-31,NPL,24.16,17.33,27.99,63.79,33.32
2026-01-31,NPL,19.4,17.33,27.99,63.4,32.03
2026-02-28,NPL,20.1,17.33,27.99,63.4,32.21
2026-03-31,NPL,33.66,17.33,27.99,63.4,35.59
2026-04-30,NPL,20.45,17.33,27.99,63.4,32.29
2026-05-31,NPL,16.33,17.33,27.99,63.4,31.26
2026-06-30,NPL,11.88,17.33,27.99,63.4,30.15
2000-01-31,MDV,,,,100.0,
2000-02-29,MDV,,,,100.0,
2000-03-31,MDV,,,,100.0,
2000-04-30,MDV,,,,100.0,
2000-05-31,MDV,,,,100.0,
2000-06-30,MDV,,,,100.0,
2000-07-31,MDV,,,,100.0,
2000-08-31,MDV,,,,100.0,
2000-09-30,MDV,,,,100.0,
2000-10-31,MDV,,,,100.0,
2000-11-30,MDV,,,,100.0,
2000-12-31,MDV,,,,100.0,
2001-01-31,MDV,,,,100.0,
2001-02-28,MDV,,,,100.0,
2001-03-31,MDV,,,,100.0,
2001-04-30,MDV,,,,100.0,
2001-05-31,MDV,,,,100.0,
2001-06-30,MDV,,,,100.0,
2001-07-31,MDV,,7.37,42.91,100.0,50.09
2001-08-31,MDV,,7.37,42.91,100.0,50.09
2001-09-30,MDV,,7.37,42.91,100.0,50.09
2001-10-31,MDV,,7.37,42.91,100.0,50.09
2001-11-30,MDV,,7.37,42.91,100.0,50.09
2001-12-31,MDV,,7.37,42.91,100.0,50.09
2002-01-31,MDV,,7.37,42.91,100.0,50.09
2002-02-28,MDV,,7.37,42.91,100.0,50.09
2002-03-31,MDV,,7.37,42.91,100.0,50.09
2002-04-30,MDV,,7.37,42.91,100.0,50.09
2002-05-31,MDV,,7.37,42.91,100.0,50.09
2002-06-30,MDV,,7.37,42.91,100.0,50.09
2002-07-31,MDV,,7.58,53.89,100.0,53.82
2002-08-31,MDV,,7.58,53.89,100.0,53.82
2002-09-30,MDV,,7.58,53.89,100.0,53.82
2002-10-31,MDV,,7.58,53.89,100.0,53.82
2002-11-30,MDV,,7.58,53.89,100.0,53.82
2002-12-31,MDV,,7.58,53.89,100.0,53.82
2003-01-31,MDV,,7.58,53.89,98.39,53.28
2003-02-28,MDV,,7.58,53.89,98.39,53.28
2003-03-31,MDV,,7.58,53.89,98.39,53.28
2003-04-30,MDV,,7.58,53.89,98.39,53.28
2003-05-31,MDV,,7.58,53.89,98.39,53.28
2003-06-30,MDV,,7.58,53.89,98.39,53.28
2003-07-31,MDV,,7.08,40.7,98.39,48.72
2003-08-31,MDV,,7.08,40.7,98.39,48.72
2003-09-30,MDV,,7.08,40.7,98.39,48.72
2003-10-31,MDV,,7.08,40.7,98.39,48.72
2003-11-30,MDV,,7.08,40.7,98.39,48.72
2003-12-31,MDV,,7.08,40.7,98.39,48.72
2004-01-31,MDV,,7.08,40.7,100.0,49.26
2004-02-29,MDV,,7.08,40.7,100.0,49.26
2004-03-31,MDV,,7.08,40.7,100.0,49.26
2004-04-30,MDV,,7.08,40.7,100.0,49.26
2004-05-31,MDV,,7.08,40.7,100.0,49.26
2004-06-30,MDV,,7.08,40.7,100.0,49.26
2004-07-31,MDV,,5.63,28.29,100.0,44.64
2004-08-31,MDV,,5.63,28.29,100.0,44.64
2004-09-30,MDV,,5.63,28.29,100.0,44.64
2004-10-31,MDV,0.0,5.63,28.29,100.0,33.48
2004-11-30,MDV,0.22,5.63,28.29,100.0,33.54
2004-12-31,MDV,0.26,5.63,28.29,100.0,33.55
2005-01-31,MDV,0.29,5.63,28.29,98.42,33.16
2005-02-28,MDV,0.22,5.63,28.29,98.42,33.14
2005-03-31,MDV,0.16,5.63,28.29,98.42,33.13
2005-04-30,MDV,0.15,5.63,28.29,98.42,33.13
2005-05-31,MDV,0.19,5.63,28.29,98.42,33.13
2005-06-30,MDV,0.19,5.63,28.29,98.42,33.13
2005-07-31,MDV,0.17,6.27,40.93,98.42,36.45
2005-08-31,MDV,4.66,6.27,40.93,98.42,37.57
2005-09-30,MDV,4.74,6.27,40.93,98.42,37.59
2005-10-31,MDV,4.74,6.27,40.93,98.42,37.59
2005-11-30,MDV,5.13,6.27,40.93,98.42,37.69
2005-12-31,MDV,4.92,6.27,40.93,98.42,37.64
2006-01-31,MDV,5.01,6.27,40.93,95.28,36.87
2006-02-28,MDV,4.52,6.27,40.93,95.28,36.75
2006-03-31,MDV,4.59,6.27,40.93,95.28,36.77
2006-04-30,MDV,4.6,6.27,40.93,95.28,36.77
2006-05-31,MDV,5.27,6.27,40.93,95.28,36.94
2006-06-30,MDV,5.35,6.27,40.93,95.28,36.96
2006-07-31,MDV,5.35,9.04,65.83,95.28,43.88
2006-08-31,MDV,5.27,9.04,65.83,95.28,43.86
2006-09-30,MDV,5.43,9.04,65.83,95.28,43.89
2006-10-31,MDV,5.47,9.04,65.83,95.28,43.9
2006-11-30,MDV,5.46,9.04,65.83,95.28,43.9
2006-12-31,MDV,5.61,9.04,65.83,95.28,43.94
2007-01-31,MDV,5.52,9.04,65.83,90.58,42.74
2007-02-28,MDV,5.69,9.04,65.83,90.58,42.79
2007-03-31,MDV,5.66,9.04,65.83,90.58,42.78
2007-04-30,MDV,5.7,9.04,65.83,90.58,42.79
2007-05-31,MDV,5.73,9.04,65.83,90.58,42.8
2007-06-30,MDV,5.68,9.04,65.83,90.58,42.78
2007-07-31,MDV,5.56,5.45,39.86,90.58,35.36
2007-08-31,MDV,5.64,5.45,39.86,90.58,35.38
2007-09-30,MDV,5.45,5.45,39.86,90.58,35.33
2007-10-31,MDV,5.32,5.45,39.86,90.58,35.3
2007-11-30,MDV,5.31,5.45,39.86,90.58,35.3
2007-12-31,MDV,5.27,5.45,39.86,90.58,35.29
2008-01-31,MDV,5.31,5.45,39.86,88.99,34.9
2008-02-29,MDV,5.24,5.45,39.86,88.99,34.88
2008-03-31,MDV,5.25,5.45,39.86,88.99,34.89
2008-04-30,MDV,5.25,5.45,39.86,88.99,34.89
2008-05-31,MDV,5.25,5.45,39.86,88.99,34.89
2008-06-30,MDV,5.24,5.45,39.86,88.99,34.88
2008-07-31,MDV,5.35,2.9,49.55,88.99,36.7
2008-08-31,MDV,5.46,2.9,49.55,88.99,36.72
2008-09-30,MDV,5.47,2.9,49.55,88.99,36.73
2008-10-31,MDV,5.51,2.9,49.55,88.99,36.74
2008-11-30,MDV,5.42,2.9,49.55,88.99,36.71
2008-12-31,MDV,5.28,2.9,49.55,88.99,36.68
2009-01-31,MDV,5.42,2.9,49.55,85.07,35.74
2009-02-28,MDV,6.78,2.9,49.55,85.07,36.07
2009-03-31,MDV,5.51,2.9,49.55,85.07,35.76
2009-04-30,MDV,5.43,2.9,49.55,85.07,35.74
2009-05-31,MDV,5.38,2.9,49.55,85.07,35.72
2009-06-30,MDV,5.34,2.9,49.55,85.07,35.71
2009-07-31,MDV,5.34,3.5,58.2,85.07,38.03
2009-08-31,MDV,5.38,3.5,58.2,85.07,38.04
2009-09-30,MDV,5.41,3.5,58.2,85.07,38.05
2009-10-31,MDV,5.37,3.5,58.2,85.07,38.03
2009-11-30,MDV,5.33,3.5,58.2,85.07,38.02
2009-12-31,MDV,5.47,3.5,58.2,85.07,38.06
2010-01-31,MDV,6.14,3.5,58.2,86.08,38.48
2010-02-28,MDV,4.28,3.5,58.2,86.08,38.01
2010-03-31,MDV,5.48,3.5,58.2,86.08,38.32
2010-04-30,MDV,5.42,3.5,58.2,86.08,38.3
2010-05-31,MDV,5.45,3.5,58.2,86.08,38.31
2010-06-30,MDV,5.37,3.5,58.2,86.08,38.29
2010-07-31,MDV,5.25,4.61,62.75,86.08,39.67
